id_produit,cree_le,categorie,colisage fardeau,colisage palette,volume pcs (m3),Is_Gerbable,quantite
32001,2025-10-06 09:04:14,OCTANS,90,3000,0.041,False,180
32000,2025-10-06 09:04:14,OCTANS,40,1200,0.041,False,40
39906,2025-10-06 09:04:14,SPOT,60,2600,0.05,False,120
39905,2025-10-06 09:04:14,SPOT,100,2900,0.022,False,100
31373,2025-10-06 09:04:14,MINI DISJONCTEUR,120,3000,0.026,False,120
32086,2025-10-06 09:04:14,TABLEAUX DISTRIBUTION,6,3000,0.032,True,42
38744,2025-10-06 09:04:14,TABLEAUX DISTRIBUTION,6,2200,0.032,True,42
36658,2025-10-06 09:04:14,TABLEAUX DISTRIBUTION,6,2500,0.034,True,24
32085,2025-10-06 09:04:14,TABLEAUX DISTRIBUTION,6,2500,0.027,True,24
38719,2025-10-06 09:04:14,TUBE LED,25,2600,4.8e-06,False,1000
38717,2025-10-06 09:04:14,TUBE LED,25,3000,4.8e-06,False,1000
38718,2025-10-06 09:04:14,TUBE LED,25,1200,4.8e-06,False,300
38720,2025-10-06 09:04:14,TUBE LED,25,1000,2.4e-06,False,500
40925,2025-10-06 09:04:14,DISPINA METALIC,120,2100,0.037,True,600
31484,2025-10-06 09:04:14,DISPINA METALIC,120,1900,0.037,True,1200
31493,2025-10-06 09:04:14,DISPINA METALIC,120,2100,0.037,True,600
31509,2025-10-06 09:04:14,DISPINA METALIC,120,2300,0.037,False,840
31509,2025-10-06 09:04:14,DISPINA METALIC,120,2300,0.037,False,360
31494,2025-10-06 09:04:14,DISPINA METALIC,80,2500,0.037,True,80
31499,2025-10-06 09:04:14,DISPINA METALIC,80,2400,0.037,True,80
40738,2025-10-06 09:04:14,DISPINA METALIC,60,2700,0.037,True,60
31796,2025-10-06 09:04:14,MODULE,60,1100,0.037,True,60
31799,2025-10-06 09:04:14,MODULE,60,1000,0.037,True,120
31813,2025-10-06 09:04:14,MODULE,80,2800,0.037,True,80
31798,2025-10-06 09:04:14,MODULE,60,1300,0.037,True,180
31848,2025-10-06 09:04:14,MODULE,60,2200,0.037,True,120
31866,2025-10-06 09:04:14,MODULE,60,2900,0.037,True,120
31858,2025-10-06 09:04:14,MODULE,60,1500,0.037,True,180
31940,2025-10-06 09:04:14,MODULE,60,1900,0.037,False,120
31951,2025-10-06 09:04:14,MODULE,60,1300,0.037,False,180
31464,2025-10-06 09:04:14,DISPINA,50,2300,0.037,False,50
31451,2025-10-06 09:04:14,DISPINA,80,1000,0.037,True,160
31543,2025-10-06 09:04:14,EVOLUTION,100,2000,0.037,False,200
31565,2025-10-06 09:04:14,EVOLUTION,100,1700,0.037,False,500
31557,2025-10-06 09:04:14,EVOLUTION,100,1800,0.037,False,500
31551,2025-10-06 09:04:14,EVOLUTION,100,1500,0.037,False,200
31554,2025-10-06 09:04:14,EVOLUTION,100,2600,0.037,False,1000
31724,2025-10-06 09:04:14,MONO ACCESSOIRES,120,2600,0.034,True,400
31725,2025-10-06 09:04:14,MONO ACCESSOIRES,150,2900,0.034,True,600
31733,2025-10-06 09:04:14,MONO ACCESSOIRES,30,2400,0.034,True,30
31760,2025-10-06 09:04:14,MOULURE,14,2100,0.08,False,70
31772,2025-10-06 09:04:14,MOULURE,130,1300,0.000512,False,3250
31773,2025-10-06 09:04:14,MOULURE,88,1400,0.0008,False,1320
31766,2025-10-06 09:04:14,MOULURE,80,3000,0.0032,False,400
31769,2025-10-06 09:04:14,MOULURE,28,2400,0.0048,False,364
32077,2025-10-06 09:04:14,TABLEAUX DISTRIBUTION,42,1300,0.05,True,210
31729,2025-10-06 09:04:14,MONO ACCESSOIRES,150,1500,0.034,True,300
34637,2025-10-06 09:04:14,MOULURE,240,1800,0.000288,False,4800
31765,2025-10-06 09:04:14,MOULURE,60,2300,0.00128,False,60
31767,2025-10-06 09:04:14,MOULURE,50,2000,0.0048,False,450
36498,2025-10-06 09:04:14,TABLEAUX DISTRIBUTION,3,2800,0.05,True,21
31642,2025-10-14 08:38:02,MINI DISJONCTEUR,30,1300,0.034,False,60
31994,2025-10-14 08:38:02,OBERON,100,2400,0.041,False,300
31737,2025-10-14 08:38:02,MONO ACCESSOIRES,200,1300,0.038,True,200
32084,2025-10-14 08:38:02,TABLEAUX DISTRIBUTION,6,2500,0.02,True,30
32086,2025-10-14 08:38:02,TABLEAUX DISTRIBUTION,6,3000,0.032,True,24
32087,2025-10-14 08:38:02,TABLEAUX DISTRIBUTION,6,2800,0.034,True,36
32088,2025-10-14 08:38:02,TABLEAUX DISTRIBUTION,3,3000,0.02,True,24
31993,2025-10-14 08:38:02,OBERON,100,2300,0.041,False,300
31554,2025-10-14 08:38:02,EVOLUTION,100,2600,0.037,False,800
31565,2025-10-14 08:38:02,EVOLUTION,100,1700,0.037,False,500
31584,2025-10-14 08:38:02,EVOLUTION PLUS,100,1700,0.034,False,300
31587,2025-10-14 08:38:02,EVOLUTION PLUS,100,1500,0.034,False,200
31995,2025-10-14 08:38:02,OBERON,100,2200,0.041,False,300
31988,2025-10-14 08:38:02,OBERON,100,1100,0.041,False,100
31473,2025-10-14 08:38:02,DISPINA,100,1100,0.037,False,100
34016,2025-10-14 08:38:02,ICON,100,1100,0.041,False,100
34017,2025-10-14 08:38:02,ICON,100,1500,0.041,False,100
34014,2025-10-14 08:38:02,ICON,100,3000,0.041,False,100
34403,2025-10-14 08:38:02,ICON,100,2600,0.041,False,100
35584,2025-10-14 08:38:02,ICON,100,2100,0.041,False,200
35585,2025-10-14 08:38:02,ICON,100,2400,0.041,False,200
35574,2025-10-14 08:38:02,ICON,100,2400,0.041,False,100
35576,2025-10-14 08:38:02,ICON,100,1800,0.041,False,100
35580,2025-10-14 08:38:02,ICON,100,2600,0.041,False,100
35595,2025-10-14 08:38:02,ICON,80,2100,0.041,False,160
34392,2025-10-14 08:38:02,ICON,80,2200,0.041,False,160
31732,2025-10-14 08:38:02,MONO ACCESSOIRES,200,1300,0.034,True,600
31723,2025-10-14 08:38:02,MONO ACCESSOIRES,200,3000,0.025,True,600
31729,2025-10-14 08:38:02,MONO ACCESSOIRES,150,1500,0.034,True,300
31733,2025-10-14 08:38:02,MONO ACCESSOIRES,30,2400,0.034,True,90
31731,2025-10-14 08:38:02,MONO ACCESSOIRES,100,2200,0.034,True,300
31730,2025-10-14 08:38:02,MONO ACCESSOIRES,60,3000,0.034,True,180
32080,2025-10-14 08:38:02,TABLEAUX DISTRIBUTION,6,1000,0.032,True,12
31995,2025-10-14 08:39:19,OBERON,100,2200,0.041,False,500
31994,2025-10-14 08:39:19,OBERON,100,2400,0.041,False,1000
31723,2025-10-14 08:39:19,MONO ACCESSOIRES,200,3000,0.025,True,2000
31756,2025-10-14 09:24:42,MONO ACCESSOIRES,120,1700,0.038,True,2400
31772,2025-10-14 10:50:20,MOULURE,130,1300,0.000512,False,650
31773,2025-10-14 10:50:20,MOULURE,88,1400,0.0008,False,440
31762,2025-10-14 10:50:20,MOULURE,90,2400,0.0008,False,180
31762,2025-10-14 10:50:20,MOULURE,90,2400,0.0008,False,270
31766,2025-10-14 10:50:20,MOULURE,80,3000,0.0032,False,240
31760,2025-10-14 10:50:20,MOULURE,14,2100,0.08,False,28
31761,2025-10-14 10:50:20,MOULURE,150,1000,0.000512,False,750
31763,2025-10-14 10:50:20,MOULURE,52,1300,0.00125,False,260
31769,2025-10-14 10:50:20,MOULURE,28,2400,0.0048,False,84
32086,2025-10-06 10:09:03,TABLEAUX DISTRIBUTION,6,3000,0.032,True,60
43908,2025-10-06 10:09:03,MOON,40,2300,0.037,False,80
43904,2025-10-06 10:09:03,MOON,30,1300,0.037,False,150
31986,2025-10-06 10:09:03,OBERON,160,1400,0.041,False,480
31985,2025-10-06 10:09:03,OBERON,80,2300,0.041,False,400
31740,2025-10-06 10:09:03,MONO ACCESSOIRES,160,1500,0.038,True,480
31737,2025-10-06 10:09:03,MONO ACCESSOIRES,200,1300,0.038,True,600
31665,2025-10-06 10:09:03,LARISSA,40,1300,0.041,True,40
34017,2025-10-06 10:09:03,ICON,100,1500,0.041,False,300
34397,2025-10-06 10:09:03,ICON,50,1600,0.041,False,200
34015,2025-10-06 10:09:03,ICON,100,1100,0.041,False,1000
34019,2025-10-06 10:09:03,ICON,100,2400,0.041,False,100
34408,2025-10-06 10:09:03,ICON,50,1000,0.041,False,200
34013,2025-10-06 10:09:03,ICON,100,3000,0.041,False,500
35593,2025-10-06 10:09:03,ICON,50,1800,0.041,False,50
35586,2025-10-06 10:09:03,ICON,100,1400,0.041,False,200
43827,2025-10-06 10:09:03,MOON,40,2000,0.037,False,80
35574,2025-10-06 10:09:03,ICON,100,2400,0.041,False,500
35585,2025-10-06 10:09:03,ICON,100,2400,0.041,False,500
35584,2025-10-06 10:09:03,ICON,100,2100,0.041,False,300
35576,2025-10-06 10:09:03,ICON,100,1800,0.041,False,300
34014,2025-10-06 10:09:03,ICON,100,3000,0.041,False,300
31770,2025-10-06 10:09:03,MOULURE,20,1800,0.0072,False,20
31769,2025-10-06 10:09:03,MOULURE,28,2400,0.0048,False,28
31767,2025-10-06 10:09:03,MOULURE,50,2000,0.0048,False,50
31763,2025-10-06 10:09:03,MOULURE,52,1300,0.00125,False,52
31772,2025-10-06 10:09:03,MOULURE,130,1300,0.000512,False,130
31565,2025-10-06 10:09:03,EVOLUTION,100,1700,0.037,False,500
31557,2025-10-06 10:09:03,EVOLUTION,100,1800,0.037,False,500
31554,2025-10-06 10:09:03,EVOLUTION,100,2600,0.037,False,500
31552,2025-10-06 10:09:03,EVOLUTION,80,2500,0.037,False,320
31552,2025-10-06 10:09:03,EVOLUTION,80,2500,0.037,False,80
31473,2025-10-06 10:09:03,DISPINA,100,1100,0.037,False,300
31453,2025-10-06 10:09:03,DISPINA,60,2900,0.037,True,240
31463,2025-10-06 10:09:03,DISPINA,100,3000,0.037,False,700
31451,2025-10-06 10:09:03,DISPINA,80,1000,0.037,True,240
31855,2025-10-06 10:09:03,MODULE,60,2100,0.037,True,60
31493,2025-10-06 10:09:03,DISPINA METALIC,120,2100,0.037,True,240
31494,2025-10-06 10:09:03,DISPINA METALIC,80,2500,0.037,True,80
31841,2025-10-06 10:09:03,MODULE,60,2300,0.037,True,60
31876,2025-10-06 10:09:03,MODULE,60,1200,0.037,False,60
31866,2025-10-06 10:09:03,MODULE,60,2900,0.037,True,60
31860,2025-10-06 10:09:03,MODULE,60,2100,0.037,True,240
34394,2025-10-06 10:09:03,ICON,32,2900,0.041,False,32
34393,2025-10-06 10:09:03,ICON,60,2100,0.041,False,180
34392,2025-10-06 10:09:03,ICON,80,2200,0.041,False,160
32088,2025-10-06 09:19:01,TABLEAUX DISTRIBUTION,3,3000,0.02,True,12
31724,2025-10-06 09:19:01,MONO ACCESSOIRES,120,2600,0.034,True,240
31730,2025-10-06 09:19:01,MONO ACCESSOIRES,60,3000,0.034,True,120
34393,2025-10-06 09:19:01,ICON,60,2100,0.041,False,60
34015,2025-10-06 09:19:01,ICON,100,1100,0.041,False,100
31732,2025-10-06 09:19:01,MONO ACCESSOIRES,200,1300,0.034,True,400
31985,2025-10-06 09:19:01,OBERON,80,2300,0.041,False,80
32087,2025-10-06 09:19:01,TABLEAUX DISTRIBUTION,6,2800,0.034,True,12
34013,2025-10-06 09:19:01,ICON,100,3000,0.041,False,100
32089,2025-10-06 09:19:01,TABLEAUX DISTRIBUTION,3,1600,0.02,True,12
31584,2025-10-06 09:19:01,EVOLUTION PLUS,100,1700,0.034,False,100
31441,2025-10-06 09:19:01,DISPINA,20,2000,0.037,True,20
32021,2025-10-06 10:09:45,STYLE,1,1100,0.005,False,10
32011,2025-10-06 10:09:45,STYLE,1,2800,0.005,False,20
38744,2025-10-06 13:59:28,TABLEAUX DISTRIBUTION,6,2200,0.032,True,18
36658,2025-10-06 13:59:28,TABLEAUX DISTRIBUTION,6,2500,0.034,True,12
36498,2025-10-06 13:59:28,TABLEAUX DISTRIBUTION,3,2800,0.05,True,6
36155,2025-10-06 13:59:28,TABLEAUX DISTRIBUTION,3,2100,0.05,True,6
44156,2025-10-06 13:59:28,TABLEAUX DISTRIBUTION,3,1700,0.05,True,30
31552,2025-10-06 13:59:28,EVOLUTION,80,2500,0.037,False,80
31557,2025-10-06 13:59:28,EVOLUTION,100,1800,0.037,False,200
31565,2025-10-06 13:59:28,EVOLUTION,100,1700,0.037,False,300
31543,2025-10-06 13:59:28,EVOLUTION,100,2000,0.037,False,100
31549,2025-10-06 13:59:28,EVOLUTION,100,2800,0.037,False,100
31569,2025-10-06 13:59:28,EVOLUTION,100,1100,0.037,False,100
31996,2025-10-06 13:59:28,OBERON,100,2600,0.041,False,100
32001,2025-10-06 13:59:28,OCTANS,90,3000,0.041,False,90
32002,2025-10-06 13:59:28,OCTANS,90,1000,0.041,False,90
31731,2025-10-06 13:59:28,MONO ACCESSOIRES,100,2200,0.034,True,100
31724,2025-10-06 13:59:28,MONO ACCESSOIRES,120,2600,0.034,True,360
31730,2025-10-06 13:59:28,MONO ACCESSOIRES,60,3000,0.034,True,120
31734,2025-10-06 13:59:28,MONO ACCESSOIRES,20,2800,0.034,True,60
31440,2025-10-06 13:59:28,DISPINA,40,1200,0.037,True,80
31441,2025-10-06 13:59:28,DISPINA,20,2000,0.037,True,80
31473,2025-10-06 13:59:28,DISPINA,100,1100,0.037,False,200
31449,2025-10-06 13:59:28,DISPINA,100,1600,0.037,True,100
31437,2025-10-06 13:59:28,DISPINA,100,1000,0.037,True,100
31482,2025-10-06 13:59:28,DISPINA,100,1000,0.037,False,200
31463,2025-10-06 13:59:28,DISPINA,100,3000,0.037,False,400
31453,2025-10-06 13:59:28,DISPINA,60,2900,0.037,True,120
31464,2025-10-06 13:59:28,DISPINA,50,2300,0.037,False,200
34392,2025-10-06 13:59:28,ICON,80,2200,0.041,False,160
34394,2025-10-06 13:59:28,ICON,32,2900,0.041,False,64
34408,2025-10-06 13:59:28,ICON,50,1000,0.041,False,50
34397,2025-10-06 13:59:28,ICON,50,1600,0.041,False,50
31964,2025-10-06 13:59:28,MODULE,60,2400,0.037,False,60
44012,2025-10-15 07:38:54,DISJONCTEUR,200,1400,0.038,False,200
44156,2025-10-15 07:38:54,TABLEAUX DISTRIBUTION,3,1700,0.05,True,30
34013,2025-10-15 07:39:26,ICON,100,3000,0.041,False,0
34015,2025-10-15 07:39:26,ICON,100,1100,0.041,False,0
37145,2025-10-15 07:39:26,LAMPE LED MONO,50,1200,0.032,True,0
34213,2025-10-15 07:39:26,ORION,9,2000,0.026,False,0
31788,2025-10-15 07:39:26,LAMPE LED MONO,100,1900,0.038,True,0
31463,2025-10-15 08:36:21,DISPINA,100,3000,0.037,False,300
31565,2025-10-15 08:36:21,EVOLUTION,100,1700,0.037,False,200
35584,2025-10-15 08:36:21,ICON,100,2100,0.041,False,200
32083,2025-10-15 08:36:21,TABLEAUX DISTRIBUTION,3,2800,0.02,True,12
31494,2025-10-15 08:36:21,DISPINA METALIC,80,2500,0.037,True,160
31493,2025-10-15 08:36:21,DISPINA METALIC,120,2100,0.037,True,120
31461,2025-10-15 08:36:21,DISPINA,100,1600,0.037,False,100
31451,2025-10-15 08:36:21,DISPINA,80,1000,0.037,True,160
31860,2025-10-15 08:36:21,MODULE,60,2100,0.037,True,120
32000,2025-10-15 08:36:21,OCTANS,40,1200,0.041,False,80
31995,2025-10-15 08:36:21,OBERON,100,2200,0.041,False,200
31557,2025-10-15 08:36:21,EVOLUTION,100,1800,0.037,False,200
31551,2025-10-15 08:36:21,EVOLUTION,100,1500,0.037,False,200
34015,2025-10-15 08:36:21,ICON,100,1100,0.041,False,100
34013,2025-10-15 08:36:21,ICON,100,3000,0.041,False,300
35574,2025-10-15 08:36:21,ICON,100,2400,0.041,False,100
36155,2025-10-15 08:36:21,TABLEAUX DISTRIBUTION,3,2100,0.05,True,15
36078,2025-10-15 08:36:21,MINI DISJONCTEUR,60,2400,0.026,False,60
31442,2025-10-15 08:36:21,DISPINA,20,1800,0.037,True,60
31496,2025-10-15 08:36:21,DISPINA METALIC,40,2100,0.037,True,80
31495,2025-10-15 08:36:21,DISPINA METALIC,75,2600,0.037,True,150
31729,2025-10-15 08:36:21,MONO ACCESSOIRES,150,1500,0.034,True,300
31453,2025-10-15 08:36:21,DISPINA,60,2900,0.037,True,120
32001,2025-10-15 08:36:21,OCTANS,90,3000,0.041,False,90
32002,2025-10-15 08:36:21,OCTANS,90,1000,0.041,False,90
31993,2025-10-15 08:36:21,OBERON,100,2300,0.041,False,200
31996,2025-10-15 08:36:21,OBERON,100,2600,0.041,False,100
31554,2025-10-15 08:36:21,EVOLUTION,100,2600,0.037,False,900
31549,2025-10-15 08:36:21,EVOLUTION,100,2800,0.037,False,100
34402,2025-10-15 08:36:21,ICON,50,2500,0.041,False,50
34014,2025-10-15 08:36:21,ICON,100,3000,0.041,False,200
35576,2025-10-15 08:36:21,ICON,100,1800,0.041,False,200
36658,2025-10-15 08:36:21,TABLEAUX DISTRIBUTION,6,2500,0.034,True,18
36498,2025-10-15 08:36:21,TABLEAUX DISTRIBUTION,3,2800,0.05,True,18
31779,2025-10-15 08:37:02,SPOT,90,2300,0.022,True,90
31779,2025-10-15 08:37:02,SPOT,90,2300,0.022,True,360
35840,2025-10-15 08:37:13,MINI DISJONCTEUR,60,1900,0.026,False,120
31994,2025-10-15 08:37:13,OBERON,100,2400,0.041,False,400
31373,2025-10-15 08:37:13,MINI DISJONCTEUR,120,3000,0.026,False,240
35585,2025-10-15 09:04:38,ICON,100,2400,0.041,False,700
35594,2025-10-15 09:04:38,ICON,50,2200,0.041,False,50
35578,2025-10-15 09:04:38,ICON,100,2600,0.041,False,100
35588,2025-10-15 09:04:38,ICON,50,2500,0.041,False,50
35595,2025-10-15 09:04:38,ICON,80,2100,0.041,False,320
34201,2025-10-15 09:04:38,ORION,25,2800,0.026,False,125
34015,2025-10-15 09:04:38,ICON,100,1100,0.041,False,700
34018,2025-10-15 09:04:38,ICON,100,1800,0.041,False,100
34208,2025-10-15 09:04:38,ORION,9,3000,0.026,False,45
34214,2025-10-15 09:04:38,ORION,6,1100,0.026,False,18
37145,2025-10-15 09:04:38,LAMPE LED MONO,50,1200,0.032,True,500
34403,2025-10-15 09:04:38,ICON,100,2600,0.041,False,100
34397,2025-10-15 09:04:38,ICON,50,1600,0.041,False,50
34408,2025-10-15 09:04:38,ICON,50,1000,0.041,False,50
34394,2025-10-15 09:04:38,ICON,32,2900,0.041,False,32
35584,2025-10-15 09:04:38,ICON,100,2100,0.041,False,700
35576,2025-10-15 09:04:38,ICON,100,1800,0.041,False,200
35593,2025-10-15 09:04:38,ICON,50,1800,0.041,False,50
35602,2025-10-15 09:04:38,ICON,50,2000,0.041,False,50
35586,2025-10-15 09:04:38,ICON,100,1400,0.041,False,100
34183,2025-10-15 09:04:38,ORION,25,1900,0.026,False,125
34203,2025-10-15 09:04:38,ORION,20,1300,0.026,False,100
34013,2025-10-15 09:04:38,ICON,100,3000,0.041,False,600
34016,2025-10-15 09:04:38,ICON,100,1100,0.041,False,700
34014,2025-10-15 09:04:38,ICON,100,3000,0.041,False,200
34017,2025-10-15 09:04:38,ICON,100,1500,0.041,False,100
34211,2025-10-15 09:04:38,ORION,9,1100,0.026,False,45
34213,2025-10-15 09:04:38,ORION,9,2000,0.026,False,27
34212,2025-10-15 09:04:38,ORION,9,2700,0.026,False,27
31587,2025-10-15 09:04:38,EVOLUTION PLUS,100,1500,0.034,False,500
37128,2025-10-15 09:04:38,LAMPE LED MONO,50,1000,0.032,True,500
34402,2025-10-15 09:04:38,ICON,50,2500,0.041,False,50
34406,2025-10-15 09:04:38,ICON,50,1500,0.041,False,50
34393,2025-10-15 09:04:38,ICON,60,2100,0.041,False,180
35574,2025-10-15 09:04:38,ICON,100,2400,0.041,False,500
34013,2025-09-17 10:20:45,ICON,100,3000,0.041,False,0
34014,2025-09-17 10:20:45,ICON,100,3000,0.041,False,0
34392,2025-09-17 10:20:45,ICON,80,2200,0.041,False,0
34393,2025-09-17 10:20:45,ICON,60,2100,0.041,False,0
36081,2025-09-17 10:20:45,MINI DISJONCTEUR,60,2900,0.026,False,0
34403,2025-09-17 10:20:45,ICON,100,2600,0.041,False,0
31777,2025-09-17 10:20:45,SPOT,20,2900,0.06,True,60
31780,2025-09-17 10:20:45,SPOT,60,1300,0.05,True,120
34015,2025-09-17 10:20:45,ICON,100,1100,0.041,False,200
35999,2025-09-17 10:20:45,DPN,100,2600,0.026,False,0
34402,2025-09-17 10:20:45,ICON,50,2500,0.041,False,0
32026,2025-10-01 09:53:12,STYLE,1,1000,0.005,False,1
32006,2025-10-01 09:53:12,STYLE,1,1200,0.005,False,1
32011,2025-10-01 09:53:12,STYLE,1,2800,0.005,False,1
31866,2025-10-01 09:53:12,MODULE,60,2900,0.037,True,0
31887,2025-10-01 09:53:12,MODULE,60,2300,0.037,True,0
31796,2025-10-01 09:53:12,MODULE,60,1100,0.037,True,0
31800,2025-10-01 09:53:12,MODULE,60,2000,0.037,True,0
35840,2025-10-01 09:53:12,MINI DISJONCTEUR,60,1900,0.026,False,0
32046,2025-10-01 09:53:12,STYLE,1,2700,0.005,True,1
31373,2025-10-01 09:53:12,MINI DISJONCTEUR,120,3000,0.026,False,0
36622,2025-10-01 09:53:12,MINI DISJONCTEUR,120,2500,0.026,False,0
31985,2025-10-06 09:19:10,OBERON,80,2300,0.041,False,240
34015,2025-10-06 09:19:10,ICON,100,1100,0.041,False,500
35585,2025-10-06 09:19:10,ICON,100,2400,0.041,False,500
39908,2025-10-06 09:19:10,SPOT,30,1500,0.09,False,90
31993,2025-10-06 09:19:10,OBERON,100,2300,0.041,False,300
35576,2025-10-06 09:19:10,ICON,100,1800,0.041,False,200
31987,2025-10-06 09:19:10,OBERON,10,1200,0.041,False,30
35584,2025-10-06 09:19:10,ICON,100,2100,0.041,False,500
35574,2025-10-06 09:19:10,ICON,100,2400,0.041,False,300
39906,2025-10-06 09:19:10,SPOT,60,2600,0.05,False,120
36085,2025-10-06 10:08:25,MINI DISJONCTEUR,120,2500,0.026,False,0
32021,2025-10-06 10:14:12,STYLE,1,1100,0.005,False,5
31723,2025-10-06 13:25:11,MONO ACCESSOIRES,200,3000,0.025,True,2400
31723,2025-10-06 13:25:11,MONO ACCESSOIRES,200,3000,0.025,True,1600
31725,2025-10-06 13:25:11,MONO ACCESSOIRES,150,2900,0.034,True,750
35576,2025-10-06 13:25:11,ICON,100,1800,0.041,False,300
35584,2025-10-06 13:25:11,ICON,100,2100,0.041,False,1000
38744,2025-10-06 13:25:11,TABLEAUX DISTRIBUTION,6,2200,0.032,True,18
31565,2025-10-06 13:25:11,EVOLUTION,100,1700,0.037,False,1500
31994,2025-10-06 13:25:11,OBERON,100,2400,0.041,False,200
32003,2025-10-06 13:25:11,OCTANS,90,2100,0.041,False,180
31587,2025-10-06 13:25:11,EVOLUTION PLUS,100,1500,0.034,False,200
32085,2025-10-06 13:25:11,TABLEAUX DISTRIBUTION,6,2500,0.027,True,30
31730,2025-10-06 13:25:11,MONO ACCESSOIRES,60,3000,0.034,True,60
34016,2025-10-06 13:25:11,ICON,100,1100,0.041,False,800
34013,2025-10-06 13:25:11,ICON,100,3000,0.041,False,200
34017,2025-10-06 13:25:11,ICON,100,1500,0.041,False,100
32088,2025-10-06 13:25:11,TABLEAUX DISTRIBUTION,3,3000,0.02,True,36
31724,2025-10-06 13:25:11,MONO ACCESSOIRES,120,2600,0.034,True,1200
35574,2025-10-06 13:25:11,ICON,100,2400,0.041,False,500
35578,2025-10-06 13:25:11,ICON,100,2600,0.041,False,300
35585,2025-10-06 13:25:11,ICON,100,2400,0.041,False,400
36155,2025-10-06 13:25:11,TABLEAUX DISTRIBUTION,3,2100,0.05,True,12
31988,2025-10-06 13:25:11,OBERON,100,1100,0.041,False,200
31734,2025-10-06 13:25:11,MONO ACCESSOIRES,20,2800,0.034,True,40
31584,2025-10-06 13:25:11,EVOLUTION PLUS,100,1700,0.034,False,300
32084,2025-10-06 13:25:11,TABLEAUX DISTRIBUTION,6,2500,0.02,True,18
32084,2025-10-06 13:25:11,TABLEAUX DISTRIBUTION,6,2500,0.02,True,12
32086,2025-10-06 13:25:11,TABLEAUX DISTRIBUTION,6,3000,0.032,True,36
32000,2025-10-06 13:25:11,OCTANS,40,1200,0.041,False,80
31731,2025-10-06 13:25:11,MONO ACCESSOIRES,100,2200,0.034,True,100
31987,2025-10-06 13:25:11,OBERON,10,1200,0.041,False,100
34015,2025-10-06 13:25:11,ICON,100,1100,0.041,False,300
34014,2025-10-06 13:25:11,ICON,100,3000,0.041,False,100
31554,2025-10-06 13:25:11,EVOLUTION,100,2600,0.037,False,3000
31993,2025-10-06 13:25:11,OBERON,100,2300,0.041,False,400
32087,2025-10-06 13:25:11,TABLEAUX DISTRIBUTION,6,2800,0.034,True,60
32089,2025-10-06 13:25:11,TABLEAUX DISTRIBUTION,3,1600,0.02,True,30
34015,2025-09-07 14:07:59,ICON,100,1100,0.041,False,200
34393,2025-09-07 14:07:59,ICON,60,2100,0.041,False,60
34393,2025-09-07 14:07:59,ICON,60,2100,0.041,False,0
34392,2025-09-07 14:07:59,ICON,80,2200,0.041,False,160
34392,2025-09-07 14:07:59,ICON,80,2200,0.041,False,0
31689,2025-09-07 14:07:59,LARISSA,100,2200,0.041,True,0
31439,2025-09-07 14:07:59,DISPINA,1,1000,0.037,True,60
31496,2025-09-08 14:30:01,DISPINA METALIC,40,2100,0.037,True,40
31776,2025-09-08 14:30:01,SPOT,20,2700,0.05,True,60
31732,2025-09-08 14:30:01,MONO ACCESSOIRES,200,1300,0.034,True,400
41600,2025-09-08 14:30:01,PROJECTEUR NOIR,8,2100,6.000000000000002e-05,False,16
41601,2025-09-08 14:30:01,PROJECTEUR NOIR,5,1200,6.000000000000002e-05,False,10
34212,2025-09-08 14:30:01,ORION,9,2700,0.026,False,18
31995,2025-09-08 14:30:01,OBERON,100,2200,0.041,False,100
37151,2025-09-08 14:30:01,LAMPE LED MONO,6,2800,0.037,True,30
37146,2025-09-08 14:30:01,LAMPE LED MONO,50,2500,0.032,True,150
31951,2025-09-08 14:30:01,MODULE,60,1300,0.037,False,60
35584,2025-09-08 14:30:01,ICON,100,2100,0.041,False,200
31461,2025-09-08 14:30:01,DISPINA,100,1600,0.037,False,200
31760,2025-09-08 14:30:01,MOULURE,14,2100,0.08,False,42
31759,2025-09-08 14:30:01,MOULURE,20,1900,0.08,False,40
31769,2025-09-08 14:30:01,MOULURE,28,2400,0.0048,False,56
31765,2025-09-08 14:30:01,MOULURE,60,2300,0.00128,False,120
31773,2025-09-08 14:30:01,MOULURE,88,1400,0.0008,False,88
32089,2025-09-08 14:30:01,TABLEAUX DISTRIBUTION,3,1600,0.02,True,15
32088,2025-09-08 14:30:01,TABLEAUX DISTRIBUTION,3,3000,0.02,True,30
32087,2025-09-08 14:30:01,TABLEAUX DISTRIBUTION,6,2800,0.034,True,30
44156,2025-09-08 14:30:01,TABLEAUX DISTRIBUTION,3,1700,0.05,True,15
32084,2025-09-08 14:30:01,TABLEAUX DISTRIBUTION,6,2500,0.02,True,12
39030,2025-09-08 14:30:01,MINI DISJONCTEUR,120,2600,0.026,False,120
31377,2025-09-08 14:30:01,MINI DISJONCTEUR,120,2700,0.018,True,120
31770,2025-09-08 14:30:01,MOULURE,20,1800,0.0072,False,80
31766,2025-09-08 14:30:01,MOULURE,80,3000,0.0032,False,240
31762,2025-09-08 14:30:01,MOULURE,90,2400,0.0008,False,180
36498,2025-09-08 14:30:01,TABLEAUX DISTRIBUTION,3,2800,0.05,True,15
36155,2025-09-08 14:30:01,TABLEAUX DISTRIBUTION,3,2100,0.05,True,30
36658,2025-09-08 14:30:01,TABLEAUX DISTRIBUTION,6,2500,0.034,True,30
