source_floor,source_row,source_col,nearest_target,target_type,cost
3,15,0,EXH-000,exhibition,67
3,15,2,EXH-000,exhibition,65
3,15,3,EXH-000,exhibition,64
3,15,6,EXH-000,exhibition,61
3,15,7,EXH-000,exhibition,60
3,15,11,EXH-000,exhibition,56
3,15,12,EXH-000,exhibition,55
3,15,14,EXH-000,exhibition,53
3,15,15,EXH-000,exhibition,52
3,15,16,EXH-000,exhibition,51
3,15,18,EXH-000,exhibition,49
3,15,24,EXH-000,exhibition,43
3,15,25,EXH-000,exhibition,42
3,15,28,EXH-000,exhibition,39
3,15,30,EXH-000,exhibition,39
3,15,31,EXH-000,exhibition,39
3,15,35,EXH-000,exhibition,41
3,15,36,EXH-000,exhibition,42
3,15,38,EXH-000,exhibition,44
3,15,39,EXH-000,exhibition,45
3,15,41,EXH-000,exhibition,47
3,16,0,EXH-000,exhibition,68
3,16,1,EXH-000,exhibition,67
3,16,2,EXH-000,exhibition,66
3,16,3,EXH-000,exhibition,65
3,16,5,EXH-000,exhibition,63
3,16,6,EXH-000,exhibition,62
3,16,7,EXH-000,exhibition,61
3,16,11,EXH-000,exhibition,57
3,16,12,EXH-000,exhibition,56
3,16,14,EXH-000,exhibition,54
3,16,15,EXH-000,exhibition,53
3,16,16,EXH-000,exhibition,52
3,16,18,EXH-000,exhibition,50
3,16,24,EXH-000,exhibition,44
3,16,25,EXH-000,exhibition,43
3,16,27,EXH-000,exhibition,41
3,16,28,EXH-000,exhibition,40
3,16,30,EXH-000,exhibition,40
3,16,31,EXH-000,exhibition,40
3,16,34,EXH-000,exhibition,41
3,16,35,EXH-000,exhibition,42
3,16,36,EXH-000,exhibition,43
3,16,38,EXH-000,exhibition,45
3,16,39,EXH-000,exhibition,46
3,16,41,EXH-000,exhibition,48
3,17,0,EXH-000,exhibition,69
3,17,1,EXH-000,exhibition,68
3,17,2,EXH-000,exhibition,67
3,17,3,EXH-000,exhibition,66
3,17,5,EXH-000,exhibition,64
3,17,6,EXH-000,exhibition,63
3,17,7,EXH-000,exhibition,62
3,17,11,EXH-000,exhibition,58
3,17,12,EXH-000,exhibition,57
3,17,14,EXH-000,exhibition,55
3,17,15,EXH-000,exhibition,54
3,17,16,EXH-000,exhibition,53
3,17,18,EXH-000,exhibition,51
3,17,24,EXH-000,exhibition,45
3,17,25,EXH-000,exhibition,44
3,17,27,EXH-000,exhibition,42
3,17,28,EXH-000,exhibition,41
3,17,30,EXH-000,exhibition,41
3,17,31,EXH-000,exhibition,41
3,17,34,EXH-000,exhibition,42
3,17,35,EXH-000,exhibition,43
3,17,36,EXH-000,exhibition,44
3,17,38,EXH-000,exhibition,46
3,17,39,EXH-000,exhibition,47
3,17,41,EXH-000,exhibition,49
3,18,0,EXH-000,exhibition,70
3,18,1,EXH-000,exhibition,69
3,18,3,EXH-000,exhibition,67
3,18,5,EXH-000,exhibition,65
3,18,6,EXH-000,exhibition,64
3,18,7,EXH-000,exhibition,63
3,18,11,EXH-000,exhibition,59
3,18,12,EXH-000,exhibition,58
3,18,14,EXH-000,exhibition,56
3,18,15,EXH-000,exhibition,55
3,18,16,EXH-000,exhibition,54
3,18,18,EXH-000,exhibition,52
3,18,19,EXH-000,exhibition,51
3,18,24,EXH-000,exhibition,46
3,18,25,EXH-000,exhibition,45
3,18,27,EXH-000,exhibition,43
3,18,28,EXH-000,exhibition,42
3,18,30,EXH-000,exhibition,42
3,18,31,EXH-000,exhibition,42
3,18,35,EXH-000,exhibition,44
3,18,36,EXH-000,exhibition,45
3,18,38,EXH-000,exhibition,47
3,18,39,EXH-000,exhibition,48
3,18,41,EXH-000,exhibition,50
3,19,0,EXH-000,exhibition,71
3,19,3,EXH-000,exhibition,68
3,19,6,EXH-000,exhibition,65
3,19,7,EXH-000,exhibition,64
3,19,11,EXH-000,exhibition,60
3,19,12,EXH-000,exhibition,59
3,19,14,EXH-000,exhibition,57
3,19,15,EXH-000,exhibition,56
3,19,16,EXH-000,exhibition,55
3,19,18,EXH-000,exhibition,53
3,19,19,EXH-000,exhibition,52
3,19,24,EXH-000,exhibition,47
3,19,28,EXH-000,exhibition,43
3,19,30,EXH-000,exhibition,43
3,19,31,EXH-000,exhibition,43
3,19,35,EXH-000,exhibition,45
3,19,36,EXH-000,exhibition,46
3,19,38,EXH-000,exhibition,48
3,19,39,EXH-000,exhibition,49
3,19,41,EXH-000,exhibition,51
3,20,0,EXH-000,exhibition,72
3,20,3,EXH-000,exhibition,69
3,20,6,EXH-000,exhibition,66
3,20,7,EXH-000,exhibition,65
3,20,11,EXH-000,exhibition,61
3,20,12,EXH-000,exhibition,60
3,20,14,EXH-000,exhibition,58
3,20,15,EXH-000,exhibition,57
3,20,16,EXH-000,exhibition,56
3,20,18,EXH-000,exhibition,54
3,20,19,EXH-000,exhibition,53
3,20,24,EXH-000,exhibition,48
3,20,28,EXH-000,exhibition,44
3,20,30,EXH-000,exhibition,44
3,20,31,EXH-000,exhibition,44
3,20,35,EXH-000,exhibition,46
3,20,36,EXH-000,exhibition,47
3,20,38,EXH-000,exhibition,49
3,20,39,EXH-000,exhibition,50
3,20,41,EXH-000,exhibition,52
3,21,0,EXH-000,exhibition,73
3,21,3,EXH-000,exhibition,70
3,21,6,EXH-000,exhibition,67
3,21,7,EXH-000,exhibition,66
3,21,11,EXH-000,exhibition,62
3,21,12,EXH-000,exhibition,61
3,21,14,EXH-000,exhibition,59
3,21,15,EXH-000,exhibition,58
3,21,16,EXH-000,exhibition,57
3,21,18,EXH-000,exhibition,55
3,21,19,EXH-000,exhibition,54
3,21,24,EXH-000,exhibition,49
3,21,28,EXH-000,exhibition,45
3,21,30,EXH-000,exhibition,45
3,21,31,EXH-000,exhibition,45
3,21,35,EXH-000,exhibition,47
3,21,36,EXH-000,exhibition,48
3,21,38,EXH-000,exhibition,50
3,21,39,EXH-000,exhibition,51
3,21,41,EXH-000,exhibition,53
3,26,0,EXH-000,exhibition,78
3,26,2,EXH-000,exhibition,76
3,26,3,EXH-000,exhibition,75
3,26,4,EXH-000,exhibition,74
3,26,5,EXH-000,exhibition,73
3,26,6,EXH-000,exhibition,72
3,26,7,EXH-000,exhibition,71
3,26,8,EXH-000,exhibition,70
3,26,9,EXH-000,exhibition,69
3,26,10,EXH-000,exhibition,68
3,26,11,EXH-000,exhibition,67
3,26,12,EXH-000,exhibition,66
3,26,13,EXH-000,exhibition,65
3,26,14,EXH-000,exhibition,64
3,26,15,EXH-000,exhibition,63
3,26,16,EXH-000,exhibition,62
3,26,18,EXH-000,exhibition,60
3,26,19,EXH-000,exhibition,59
3,26,20,EXH-000,exhibition,58
3,26,21,EXH-000,exhibition,57
3,26,22,EXH-000,exhibition,56
3,26,23,EXH-000,exhibition,55
3,26,24,EXH-000,exhibition,54
3,26,25,EXH-000,exhibition,53
3,26,26,EXH-000,exhibition,52
3,26,27,EXH-000,exhibition,51
3,26,28,EXH-000,exhibition,50
3,26,29,EXH-000,exhibition,50
3,26,31,EXH-000,exhibition,50
3,26,32,EXH-000,exhibition,50
3,26,33,EXH-000,exhibition,50
3,26,34,EXH-000,exhibition,51
3,26,36,EXH-000,exhibition,53
3,26,37,EXH-000,exhibition,54
3,27,0,EXH-000,exhibition,79
3,27,2,EXH-000,exhibition,77
3,27,3,EXH-000,exhibition,76
3,27,5,EXH-000,exhibition,74
3,27,6,EXH-000,exhibition,73
3,27,7,EXH-000,exhibition,72
3,27,8,EXH-000,exhibition,71
3,27,9,EXH-000,exhibition,70
3,27,10,EXH-000,exhibition,69
3,27,11,EXH-000,exhibition,68
3,27,12,EXH-000,exhibition,67
3,27,13,EXH-000,exhibition,66
3,27,14,EXH-000,exhibition,65
3,27,15,EXH-000,exhibition,64
3,27,16,EXH-000,exhibition,63
3,27,18,EXH-000,exhibition,61
3,27,19,EXH-000,exhibition,60
3,27,20,EXH-000,exhibition,59
3,27,21,EXH-000,exhibition,58
3,27,22,EXH-000,exhibition,57
3,27,23,EXH-000,exhibition,56
3,27,24,EXH-000,exhibition,55
3,27,25,EXH-000,exhibition,54
3,27,26,EXH-000,exhibition,53
3,27,27,EXH-000,exhibition,52
3,27,28,EXH-000,exhibition,51
3,27,29,EXH-000,exhibition,51
3,27,31,EXH-000,exhibition,51
3,27,32,EXH-000,exhibition,51
3,27,33,EXH-000,exhibition,51
3,27,34,EXH-000,exhibition,52
3,27,36,EXH-000,exhibition,54
3,27,37,EXH-000,exhibition,55
3,28,0,EXH-000,exhibition,80
3,28,2,EXH-000,exhibition,78
3,28,3,EXH-000,exhibition,77
3,28,5,EXH-000,exhibition,75
3,28,6,EXH-000,exhibition,74
3,28,7,EXH-000,exhibition,73
3,28,8,EXH-000,exhibition,72
3,28,9,EXH-000,exhibition,71
3,28,10,EXH-000,exhibition,70
3,28,11,EXH-000,exhibition,69
3,28,12,EXH-000,exhibition,68
3,28,13,EXH-000,exhibition,67
3,28,14,EXH-000,exhibition,66
3,28,15,EXH-000,exhibition,65
3,28,16,EXH-000,exhibition,64
3,28,18,EXH-000,exhibition,62
3,28,19,EXH-000,exhibition,61
3,28,20,EXH-000,exhibition,60
3,28,21,EXH-000,exhibition,59
3,28,22,EXH-000,exhibition,58
3,28,23,EXH-000,exhibition,57
3,28,24,EXH-000,exhibition,56
3,28,25,EXH-000,exhibition,55
3,28,26,EXH-000,exhibition,54
3,28,27,EXH-000,exhibition,53
3,28,28,EXH-000,exhibition,52
3,28,29,EXH-000,exhibition,52
3,28,31,EXH-000,exhibition,52
3,28,32,EXH-000,exhibition,52
3,28,33,EXH-000,exhibition,52
3,28,34,EXH-000,exhibition,53
3,28,36,EXH-000,exhibition,55
3,28,37,EXH-000,exhibition,56
3,29,0,EXH-000,exhibition,81
3,29,2,EXH-000,exhibition,79
3,29,3,EXH-000,exhibition,78
3,29,6,EXH-000,exhibition,75
3,29,7,EXH-000,exhibition,74
3,29,8,EXH-000,exhibition,73
3,29,9,EXH-000,exhibition,72
3,29,11,EXH-000,exhibition,70
3,29,12,EXH-000,exhibition,69
3,29,13,EXH-000,exhibition,68
3,29,14,EXH-000,exhibition,67
3,29,15,EXH-000,exhibition,66
3,29,18,EXH-000,exhibition,63
3,29,19,EXH-000,exhibition,62
3,29,20,EXH-000,exhibition,61
3,29,21,EXH-000,exhibition,60
3,29,22,EXH-000,exhibition,59
3,29,24,EXH-000,exhibition,57
3,29,25,EXH-000,exhibition,56
3,29,26,EXH-000,exhibition,55
3,29,27,EXH-000,exhibition,54
3,29,28,EXH-000,exhibition,53
3,29,29,EXH-000,exhibition,53
3,29,31,EXH-000,exhibition,53
3,29,32,EXH-000,exhibition,53
3,29,33,EXH-000,exhibition,53
3,29,34,EXH-000,exhibition,54
3,29,37,EXH-000,exhibition,57
4,0,0,EXH-000,exhibition,74
4,0,1,EXH-000,exhibition,73
4,0,2,EXH-000,exhibition,72
4,0,3,EXH-000,exhibition,71
4,0,4,EXH-000,exhibition,70
4,0,5,EXH-000,exhibition,69
4,0,6,EXH-000,exhibition,68
4,0,9,EXH-000,exhibition,65
4,0,10,EXH-000,exhibition,64
4,0,11,EXH-000,exhibition,63
4,0,12,EXH-000,exhibition,62
4,0,14,EXH-000,exhibition,60
4,0,15,EXH-000,exhibition,59
4,0,17,EXH-000,exhibition,57
4,0,18,EXH-000,exhibition,56
4,0,22,EXH-000,exhibition,52
4,0,23,EXH-000,exhibition,51
4,0,24,EXH-000,exhibition,50
4,0,25,EXH-000,exhibition,49
4,0,26,EXH-000,exhibition,48
4,0,27,EXH-000,exhibition,47
4,0,28,EXH-000,exhibition,46
4,0,29,EXH-000,exhibition,46
4,0,30,EXH-000,exhibition,46
4,0,31,EXH-000,exhibition,46
4,0,36,EXH-000,exhibition,49
4,0,38,EXH-000,exhibition,51
4,0,39,EXH-000,exhibition,52
4,0,41,EXH-000,exhibition,54
4,1,0,EXH-000,exhibition,73
4,1,9,EXH-000,exhibition,64
4,1,10,EXH-000,exhibition,63
4,1,11,EXH-000,exhibition,62
4,1,12,EXH-000,exhibition,61
4,1,14,EXH-000,exhibition,59
4,1,15,EXH-000,exhibition,58
4,1,17,EXH-000,exhibition,56
4,1,18,EXH-000,exhibition,55
4,1,22,EXH-000,exhibition,51
4,1,23,EXH-000,exhibition,50
4,1,36,EXH-000,exhibition,48
4,1,38,EXH-000,exhibition,50
4,1,39,EXH-000,exhibition,51
4,1,41,EXH-000,exhibition,53
4,2,0,EXH-000,exhibition,72
4,2,9,EXH-000,exhibition,63
4,2,10,EXH-000,exhibition,62
4,2,11,EXH-000,exhibition,61
4,2,12,EXH-000,exhibition,60
4,2,14,EXH-000,exhibition,58
4,2,15,EXH-000,exhibition,57
4,2,17,EXH-000,exhibition,55
4,2,18,EXH-000,exhibition,54
4,2,22,EXH-000,exhibition,50
4,2,23,EXH-000,exhibition,49
4,2,28,EXH-000,exhibition,44
4,2,29,EXH-000,exhibition,44
4,2,30,EXH-000,exhibition,44
4,2,31,EXH-000,exhibition,44
4,2,36,EXH-000,exhibition,47
4,2,38,EXH-000,exhibition,49
4,2,39,EXH-000,exhibition,50
4,2,41,EXH-000,exhibition,52
4,3,0,EXH-000,exhibition,71
4,3,9,EXH-000,exhibition,62
4,3,10,EXH-000,exhibition,61
4,3,11,EXH-000,exhibition,60
4,3,12,EXH-000,exhibition,59
4,3,14,EXH-000,exhibition,57
4,3,15,EXH-000,exhibition,56
4,3,17,EXH-000,exhibition,54
4,3,18,EXH-000,exhibition,53
4,3,22,EXH-000,exhibition,49
4,3,23,EXH-000,exhibition,48
4,3,28,EXH-000,exhibition,43
4,3,29,EXH-000,exhibition,43
4,3,30,EXH-000,exhibition,43
4,3,31,EXH-000,exhibition,43
4,3,36,EXH-000,exhibition,46
4,3,38,EXH-000,exhibition,48
4,3,39,EXH-000,exhibition,49
4,3,41,EXH-000,exhibition,51
4,4,0,EXH-000,exhibition,70
4,4,9,EXH-000,exhibition,61
4,4,10,EXH-000,exhibition,60
4,4,11,EXH-000,exhibition,59
4,4,12,EXH-000,exhibition,58
4,4,14,EXH-000,exhibition,56
4,4,15,EXH-000,exhibition,55
4,4,17,EXH-000,exhibition,53
4,4,18,EXH-000,exhibition,52
4,4,22,EXH-000,exhibition,48
4,4,23,EXH-000,exhibition,47
4,4,36,EXH-000,exhibition,45
4,4,38,EXH-000,exhibition,47
4,4,39,EXH-000,exhibition,48
4,4,41,EXH-000,exhibition,50
4,5,0,EXH-000,exhibition,71
4,5,9,EXH-000,exhibition,61
4,5,10,EXH-000,exhibition,60
4,5,11,EXH-000,exhibition,59
4,5,12,EXH-000,exhibition,58
4,5,14,EXH-000,exhibition,56
4,5,15,EXH-000,exhibition,55
4,5,17,EXH-000,exhibition,53
4,5,18,EXH-000,exhibition,52
4,5,22,EXH-000,exhibition,48
4,5,23,EXH-000,exhibition,47
4,5,36,EXH-000,exhibition,45
4,5,38,EXH-000,exhibition,47
4,5,39,EXH-000,exhibition,48
4,5,41,EXH-000,exhibition,50
4,6,0,EXH-000,exhibition,72
4,6,9,EXH-000,exhibition,61
4,6,10,EXH-000,exhibition,60
4,6,11,EXH-000,exhibition,59
4,6,12,EXH-000,exhibition,58
4,6,14,EXH-000,exhibition,56
4,6,15,EXH-000,exhibition,55
4,6,17,EXH-000,exhibition,53
4,6,18,EXH-000,exhibition,52
4,6,22,EXH-000,exhibition,48
4,6,23,EXH-000,exhibition,47
4,6,36,EXH-000,exhibition,45
4,6,38,EXH-000,exhibition,47
4,6,39,EXH-000,exhibition,48
4,6,41,EXH-000,exhibition,50
4,7,0,EXH-000,exhibition,73
4,7,9,EXH-000,exhibition,61
4,7,10,EXH-000,exhibition,60
4,7,11,EXH-000,exhibition,59
4,7,12,EXH-000,exhibition,58
4,7,14,EXH-000,exhibition,56
4,7,15,EXH-000,exhibition,55
4,7,17,EXH-000,exhibition,53
4,7,18,EXH-000,exhibition,52
4,7,22,EXH-000,exhibition,48
4,7,23,EXH-000,exhibition,47
4,7,36,EXH-000,exhibition,45
4,7,38,EXH-000,exhibition,47
4,7,39,EXH-000,exhibition,48
4,7,41,EXH-000,exhibition,50
4,8,0,EXH-000,exhibition,72
4,8,9,EXH-000,exhibition,61
4,8,10,EXH-000,exhibition,60
4,8,11,EXH-000,exhibition,59
4,8,12,EXH-000,exhibition,58
4,8,14,EXH-000,exhibition,56
4,8,15,EXH-000,exhibition,55
4,8,17,EXH-000,exhibition,53
4,8,18,EXH-000,exhibition,52
4,8,22,EXH-000,exhibition,48
4,8,23,EXH-000,exhibition,47
4,8,36,EXH-000,exhibition,45
4,8,38,EXH-000,exhibition,47
4,8,39,EXH-000,exhibition,48
4,8,41,EXH-000,exhibition,50
4,12,0,EXH-000,exhibition,74
4,12,1,EXH-000,exhibition,73
4,12,2,EXH-000,exhibition,72
4,12,3,EXH-000,exhibition,71
4,12,5,EXH-000,exhibition,69
4,12,6,EXH-000,exhibition,68
4,12,7,EXH-000,exhibition,67
4,12,11,EXH-000,exhibition,63
4,12,12,EXH-000,exhibition,62
4,12,14,EXH-000,exhibition,60
4,12,15,EXH-000,exhibition,59
4,12,16,EXH-000,exhibition,58
4,12,18,EXH-000,exhibition,56
4,12,19,EXH-000,exhibition,55
4,12,24,EXH-000,exhibition,50
4,12,25,EXH-000,exhibition,49
4,12,27,EXH-000,exhibition,47
4,12,28,EXH-000,exhibition,46
4,12,30,EXH-000,exhibition,46
4,12,31,EXH-000,exhibition,46
4,12,34,EXH-000,exhibition,47
4,12,35,EXH-000,exhibition,48
4,12,36,EXH-000,exhibition,49
4,12,38,EXH-000,exhibition,51
4,12,39,EXH-000,exhibition,52
4,12,41,EXH-000,exhibition,54
4,13,0,EXH-000,exhibition,75
4,13,1,EXH-000,exhibition,74
4,13,2,EXH-000,exhibition,73
4,13,3,EXH-000,exhibition,72
4,13,5,EXH-000,exhibition,70
4,13,6,EXH-000,exhibition,69
4,13,7,EXH-000,exhibition,68
4,13,11,EXH-000,exhibition,64
4,13,12,EXH-000,exhibition,63
4,13,14,EXH-000,exhibition,61
4,13,15,EXH-000,exhibition,60
4,13,16,EXH-000,exhibition,59
4,13,18,EXH-000,exhibition,57
4,13,19,EXH-000,exhibition,56
4,13,24,EXH-000,exhibition,51
4,13,25,EXH-000,exhibition,50
4,13,27,EXH-000,exhibition,48
4,13,28,EXH-000,exhibition,47
4,13,30,EXH-000,exhibition,47
4,13,31,EXH-000,exhibition,47
4,13,34,EXH-000,exhibition,48
4,13,35,EXH-000,exhibition,49
4,13,36,EXH-000,exhibition,50
4,13,38,EXH-000,exhibition,52
4,13,39,EXH-000,exhibition,53
4,13,41,EXH-000,exhibition,55
4,14,0,EXH-000,exhibition,76
4,14,1,EXH-000,exhibition,75
4,14,2,EXH-000,exhibition,74
4,14,3,EXH-000,exhibition,73
4,14,5,EXH-000,exhibition,71
4,14,6,EXH-000,exhibition,70
4,14,7,EXH-000,exhibition,69
4,14,11,EXH-000,exhibition,65
4,14,12,EXH-000,exhibition,64
4,14,14,EXH-000,exhibition,62
4,14,15,EXH-000,exhibition,61
4,14,16,EXH-000,exhibition,60
4,14,18,EXH-000,exhibition,58
4,14,19,EXH-000,exhibition,57
4,14,24,EXH-000,exhibition,52
4,14,25,EXH-000,exhibition,51
4,14,27,EXH-000,exhibition,49
4,14,28,EXH-000,exhibition,48
4,14,30,EXH-000,exhibition,48
4,14,31,EXH-000,exhibition,48
4,14,34,EXH-000,exhibition,49
4,14,35,EXH-000,exhibition,50
4,14,36,EXH-000,exhibition,51
4,14,38,EXH-000,exhibition,53
4,14,39,EXH-000,exhibition,54
4,14,41,EXH-000,exhibition,56
4,15,0,EXH-000,exhibition,77
4,15,2,EXH-000,exhibition,75
4,15,3,EXH-000,exhibition,74
4,15,6,EXH-000,exhibition,71
4,15,7,EXH-000,exhibition,70
4,15,11,EXH-000,exhibition,66
4,15,12,EXH-000,exhibition,65
4,15,14,EXH-000,exhibition,63
4,15,15,EXH-000,exhibition,62
4,15,16,EXH-000,exhibition,61
4,15,18,EXH-000,exhibition,59
4,15,24,EXH-000,exhibition,53
4,15,25,EXH-000,exhibition,52
4,15,28,EXH-000,exhibition,49
4,15,30,EXH-000,exhibition,49
4,15,31,EXH-000,exhibition,49
4,15,35,EXH-000,exhibition,51
4,15,36,EXH-000,exhibition,52
4,15,38,EXH-000,exhibition,54
4,15,39,EXH-000,exhibition,55
4,15,41,EXH-000,exhibition,57
4,16,0,EXH-000,exhibition,78
4,16,1,EXH-000,exhibition,77
4,16,2,EXH-000,exhibition,76
4,16,3,EXH-000,exhibition,75
4,16,5,EXH-000,exhibition,73
4,16,6,EXH-000,exhibition,72
4,16,7,EXH-000,exhibition,71
4,16,11,EXH-000,exhibition,67
4,16,12,EXH-000,exhibition,66
4,16,14,EXH-000,exhibition,64
4,16,15,EXH-000,exhibition,63
4,16,16,EXH-000,exhibition,62
4,16,18,EXH-000,exhibition,60
4,16,24,EXH-000,exhibition,54
4,16,25,EXH-000,exhibition,53
4,16,27,EXH-000,exhibition,51
4,16,28,EXH-000,exhibition,50
4,16,30,EXH-000,exhibition,50
4,16,31,EXH-000,exhibition,50
4,16,34,EXH-000,exhibition,51
4,16,35,EXH-000,exhibition,52
4,16,36,EXH-000,exhibition,53
4,16,38,EXH-000,exhibition,55
4,16,39,EXH-000,exhibition,56
4,16,41,EXH-000,exhibition,58
4,17,0,EXH-000,exhibition,79
4,17,1,EXH-000,exhibition,78
4,17,2,EXH-000,exhibition,77
4,17,3,EXH-000,exhibition,76
4,17,5,EXH-000,exhibition,74
4,17,6,EXH-000,exhibition,73
4,17,7,EXH-000,exhibition,72
4,17,11,EXH-000,exhibition,68
4,17,12,EXH-000,exhibition,67
4,17,14,EXH-000,exhibition,65
4,17,15,EXH-000,exhibition,64
4,17,16,EXH-000,exhibition,63
4,17,18,EXH-000,exhibition,61
4,17,24,EXH-000,exhibition,55
4,17,25,EXH-000,exhibition,54
4,17,27,EXH-000,exhibition,52
4,17,28,EXH-000,exhibition,51
4,17,30,EXH-000,exhibition,51
4,17,31,EXH-000,exhibition,51
4,17,34,EXH-000,exhibition,52
4,17,35,EXH-000,exhibition,53
4,17,36,EXH-000,exhibition,54
4,17,38,EXH-000,exhibition,56
4,17,39,EXH-000,exhibition,57
4,17,41,EXH-000,exhibition,59
4,18,0,EXH-000,exhibition,80
4,18,1,EXH-000,exhibition,79
4,18,3,EXH-000,exhibition,77
4,18,5,EXH-000,exhibition,75
4,18,6,EXH-000,exhibition,74
4,18,7,EXH-000,exhibition,73
4,18,11,EXH-000,exhibition,69
4,18,12,EXH-000,exhibition,68
4,18,14,EXH-000,exhibition,66
4,18,15,EXH-000,exhibition,65
4,18,16,EXH-000,exhibition,64
4,18,18,EXH-000,exhibition,62
4,18,19,EXH-000,exhibition,61
4,18,24,EXH-000,exhibition,56
4,18,25,EXH-000,exhibition,55
4,18,27,EXH-000,exhibition,53
4,18,28,EXH-000,exhibition,52
4,18,30,EXH-000,exhibition,52
4,18,31,EXH-000,exhibition,52
4,18,35,EXH-000,exhibition,54
4,18,36,EXH-000,exhibition,55
4,18,38,EXH-000,exhibition,57
4,18,39,EXH-000,exhibition,58
4,18,41,EXH-000,exhibition,60
4,19,0,EXH-000,exhibition,81
4,19,3,EXH-000,exhibition,78
4,19,6,EXH-000,exhibition,75
4,19,7,EXH-000,exhibition,74
4,19,11,EXH-000,exhibition,70
4,19,12,EXH-000,exhibition,69
4,19,14,EXH-000,exhibition,67
4,19,15,EXH-000,exhibition,66
4,19,16,EXH-000,exhibition,65
4,19,18,EXH-000,exhibition,63
4,19,19,EXH-000,exhibition,62
4,19,24,EXH-000,exhibition,57
4,19,28,EXH-000,exhibition,53
4,19,30,EXH-000,exhibition,53
4,19,31,EXH-000,exhibition,53
4,19,35,EXH-000,exhibition,55
4,19,36,EXH-000,exhibition,56
4,19,38,EXH-000,exhibition,58
4,19,39,EXH-000,exhibition,59
4,19,41,EXH-000,exhibition,61
4,20,0,EXH-000,exhibition,82
4,20,3,EXH-000,exhibition,79
4,20,6,EXH-000,exhibition,76
4,20,7,EXH-000,exhibition,75
4,20,11,EXH-000,exhibition,71
4,20,12,EXH-000,exhibition,70
4,20,14,EXH-000,exhibition,68
4,20,15,EXH-000,exhibition,67
4,20,16,EXH-000,exhibition,66
4,20,18,EXH-000,exhibition,64
4,20,19,EXH-000,exhibition,63
4,20,24,EXH-000,exhibition,58
4,20,28,EXH-000,exhibition,54
4,20,30,EXH-000,exhibition,54
4,20,31,EXH-000,exhibition,54
4,20,35,EXH-000,exhibition,56
4,20,36,EXH-000,exhibition,57
4,20,38,EXH-000,exhibition,59
4,20,39,EXH-000,exhibition,60
4,20,41,EXH-000,exhibition,62
4,21,0,EXH-000,exhibition,83
4,21,3,EXH-000,exhibition,80
4,21,6,EXH-000,exhibition,77
4,21,7,EXH-000,exhibition,76
4,21,11,EXH-000,exhibition,72
4,21,12,EXH-000,exhibition,71
4,21,14,EXH-000,exhibition,69
4,21,15,EXH-000,exhibition,68
4,21,16,EXH-000,exhibition,67
4,21,18,EXH-000,exhibition,65
4,21,19,EXH-000,exhibition,64
4,21,24,EXH-000,exhibition,59
4,21,28,EXH-000,exhibition,55
4,21,30,EXH-000,exhibition,55
4,21,31,EXH-000,exhibition,55
4,21,35,EXH-000,exhibition,57
4,21,36,EXH-000,exhibition,58
4,21,38,EXH-000,exhibition,60
4,21,39,EXH-000,exhibition,61
4,21,41,EXH-000,exhibition,63
4,26,0,EXH-000,exhibition,88
4,26,2,EXH-000,exhibition,86
4,26,3,EXH-000,exhibition,85
4,26,4,EXH-000,exhibition,84
4,26,5,EXH-000,exhibition,83
4,26,6,EXH-000,exhibition,82
4,26,7,EXH-000,exhibition,81
4,26,8,EXH-000,exhibition,80
4,26,9,EXH-000,exhibition,79
4,26,10,EXH-000,exhibition,78
4,26,11,EXH-000,exhibition,77
4,26,12,EXH-000,exhibition,76
4,26,13,EXH-000,exhibition,75
4,26,14,EXH-000,exhibition,74
4,26,15,EXH-000,exhibition,73
4,26,16,EXH-000,exhibition,72
4,26,18,EXH-000,exhibition,70
4,26,19,EXH-000,exhibition,69
4,26,20,EXH-000,exhibition,68
4,26,21,EXH-000,exhibition,67
4,26,22,EXH-000,exhibition,66
4,26,23,EXH-000,exhibition,65
4,26,24,EXH-000,exhibition,64
4,26,25,EXH-000,exhibition,63
4,26,26,EXH-000,exhibition,62
4,26,27,EXH-000,exhibition,61
4,26,28,EXH-000,exhibition,60
4,26,29,EXH-000,exhibition,60
4,26,31,EXH-000,exhibition,60
4,26,32,EXH-000,exhibition,60
4,26,33,EXH-000,exhibition,60
4,26,34,EXH-000,exhibition,61
4,26,36,EXH-000,exhibition,63
4,26,37,EXH-000,exhibition,64
4,27,0,EXH-000,exhibition,89
4,27,2,EXH-000,exhibition,87
4,27,3,EXH-000,exhibition,86
4,27,5,EXH-000,exhibition,84
4,27,6,EXH-000,exhibition,83
4,27,7,EXH-000,exhibition,82
4,27,8,EXH-000,exhibition,81
4,27,9,EXH-000,exhibition,80
4,27,10,EXH-000,exhibition,79
4,27,11,EXH-000,exhibition,78
4,27,12,EXH-000,exhibition,77
4,27,13,EXH-000,exhibition,76
4,27,14,EXH-000,exhibition,75
4,27,15,EXH-000,exhibition,74
4,27,16,EXH-000,exhibition,73
4,27,18,EXH-000,exhibition,71
4,27,19,EXH-000,exhibition,70
4,27,20,EXH-000,exhibition,69
4,27,21,EXH-000,exhibition,68
4,27,22,EXH-000,exhibition,67
4,27,23,EXH-000,exhibition,66
4,27,24,EXH-000,exhibition,65
4,27,25,EXH-000,exhibition,64
4,27,26,EXH-000,exhibition,63
4,27,27,EXH-000,exhibition,62
4,27,28,EXH-000,exhibition,61
4,27,29,EXH-000,exhibition,61
4,27,31,EXH-000,exhibition,61
